Identifier	Character	Dialogue	Filename	Line Number
MW_CONVO_1_ae0de0b6	monk	It will take time for him to come to terms with these feelings.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1631
MW_CONVO_1_517adc84	monk	Self hate is a poison in which time is its antidote.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1632
MW_CONVO_1_1c25f94d	fang	I guess I can agree with that.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1633
MW_CONVO_1_0884cf64		The Monk retreats back into his mind to think for a moment.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1634
MW_CONVO_1_090e3be2	monk	You've only been around here for two weeks right?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1635
MW_CONVO_1_f8ee09d4	fang	Yes, that's right.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1636
MW_CONVO_1_0ef30a99	monk	Why are you here?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1637
MW_CONVO_1_b4b80502	fang	There's too many reasons for that.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1638
MW_CONVO_1_12c76d84	monk	Will you walk South?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1639
MW_CONVO_1_fa38c3eb	fang	I'm not sure about that.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1640
MW_CONVO_1_67501c80	fang	I don't want to drop everything and run.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1641
MW_CONVO_1_5404248f	fang	I don't want to get caught in crossfire.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1642
MW_CONVO_1_96aeab28	fang	Or enslaved by the army.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1643
MW_CONVO_1_e3003d27	monk	All fair crticisms.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1644
MW_CONVO_1_b636cae8	monk	I can't disagree with that.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1645
MW_CONVO_1_5690f811	monk	Have you talked to Ku Hsien-Sheng?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1646
MW_CONVO_1_8fb57160	fang	No I have not yet...	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1647
MW_CONVO_1_8b1c8bd0	monk	I have a good feeling about you.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1648
MW_CONVO_1_6f8deae7	monk	I feel the same way about Ma-Wen.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1649
MW_CONVO_1_203fb417	monk	I won't be moving an inch from here.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1650
MW_CONVO_1_64ff5cbe	monk	That is my personal choice.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1651
MW_CONVO_1_2e68178e	monk	You...	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1652
MW_CONVO_1_7787badc		The monk looked at the ground for a second.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1653
MW_CONVO_1_49108e7c	monk	You're young.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1654
MW_CONVO_1_c2c04a2f	monk	You don't deserve to get invovled in this.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1655
MW_CONVO_1_8ea52d06	monk	You have a whole life ahead of you.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1656
MW_CONVO_1_98b5f44e	monk	Every choice you make counts.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1657
MW_CONVO_1_e76939a4	monk	If you don't mind can you help me out with some serivce preparations?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1660
MW_CONVO_1_1a57b5cd	monk	It will be best to give Ma-Wen a rest for today.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1661
MW_CONVO_1_16b77ffa		I stand up and thank the Monk for his hospitality.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1662
MW_CONVO_1_f9ec2c8d		He doesn't reply but retort with a smile.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1663
MW_CONVO_1_504b22d8		I walk past the rooms and the deity room to the outside wind.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1664
MW_CONVO_1_5e0d9b76		The wind was gentle and inviting as I stood and absorbed it's chilled sensations.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1665
MW_CONVO_1_0ae9bcd0			game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1666
KU_farewell_4665c3a6		I seemed to have a lot of work left.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1670
KU_farewell_aef6ec22		Normally I would be in the urban districts of Peiping where you could see people from all places gather.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1671
KU_farewell_46823086		Even the Japanese across the Marco-Polo Bridge.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1672
KU_farewell_472fd45f		I would attend Peiping university so I could work abroad.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1673
KU_farewell_8e5c35cd		Strangely my dreams seem to force me to run away from my current situation.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1674
KU_farewell_0b7f1503		I begin to walk back home as my books are there.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1675
KU_farewell_308e9a83		How would I confront Uncle Ku?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1676
KU_farewell_e570126b		I felt like I has strained things again.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1677
KU_farewell_8151f349		Part of me always does this.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1678
KU_farewell_0987d880		Part of me always blames me for blaming myself for things outside of my control.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1679
KU_farewell_571125c7		I realize I always dwell on such trivial matters.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1680
KU_farewell_90d217a6		It's strange really.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1681
KU_farewell_0c49fe16		I guess this walk didn't get me anything.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1682
KU_farewell_2a97822d		I felt my leather shoes grind the dust as I ambled.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1683
KU_farewell_1f3f4d17		Is my education even a priority?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1684
KU_farewell_33b15cff		I should be evacuating... right?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1685
KU_farewell_2c663bf0		The Chang San Brothel was now in view again.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1686
KU_farewell_9c36687f		Chang San was not even its name, it was just a type of brothel.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1687
KU_farewell_2c956038		I never bothered asking the name anyway.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1688
KU_farewell_b96a3252		Was it important to know its name?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1689
KU_farewell_3a3fafb6		I began to speed-walk at this rate.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1690
KU_farewell_7671fde0		The wine factory that was supposed to be starting up soon will now be left decrepit.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1691
KU_farewell_4b284c7e		I wonder what the soldiers would do to it when they occupy it.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1692
KU_farewell_325ce55b		Yue-Lan has already expressed what the soldiers would do with the brothel under occupation.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1693
KU_farewell_37fe236f		It didn't strike me as surprising in any sense.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1694
KU_farewell_e6ef6aff		They would probably start up the factory with some volunteers and drink till they drop.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1695
KU_farewell_d16faf6a		I kept on walking for what felt like 10 minutes until the pathetic pond came back into view.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1696
KU_farewell_a1784e35		The pond in my eyes resembled an animal that was wounded and in pain.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1697
KU_farewell_0ae80886		Like it needed to be put out of its misery.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1698
KU_farewell_22d4ad36		It would also be a breeding ground for ill stuff.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1699
KU_farewell_4bd6f52a		The water is brown and god knows that is swimming in there.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1700
KU_farewell_c0959c7c		I gaze away and walk back in through the Da-men.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1701
KU_farewell_9c2be52e		I couldn't hear Uncle Ku doing anything at the alter.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1702
KU_farewell_1c1d9810		I wonder if he is home.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1703
KU_farewell_aa442b50		I have to find my books and start reading.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1704
KU_farewell_87021347		I chose courses in law at Peking university.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1705
KU_farewell_dd53b319		I seemed to have a strong sense of civil justice since I was young.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1706
KU_farewell_c426fce9		When you're a kid and you feel like the leadership has failed you then you grow up wanting that to change.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1707
KU_farewell_af38275d		Perhaps my determination to change a faulty system came from a hatred of its failures.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1708
KU_farewell_9266752a		I can't even understand my own intentions for such ambitions but I persist.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1709
KU_farewell_fe6b199f		I reject the alternate options.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1710
KU_farewell_58afbd8f		I dragged a book off of the shelf and put it on my table.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1711
KU_farewell_a90da91c		One day I wish I could become part of this system and hopefully steer it towards a path for the better.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1712
KU_farewell_e3596e3a		Time to study.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1713
KU_farewell_fc8a7617		I recited the final quotes and notes to cement them in my head.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1717
KU_farewell_5c6506ac		Studying like this has helped me become more calm.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1718
KU_farewell_f09bc991		It's all I have these days.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1719
KU_farewell_0ac34fe7		Working towards more work.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1720
KU_farewell_ef7ed6db		I'm such a workaholic	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1721
KU_farewell_3cf8f5fa		Uncle Ku still hasn't come back even despite the fact I had studied to just above an hour.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1722
KU_farewell_ded365d6		I wonder if he was called to a meeting.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1723
KU_farewell_42407757		Surely I would meet them on the way to Guo's shop.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1724
KU_farewell_d3d30bc7		Perhaps he was talking with some workers on building air raid shelters.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1725
KU_farewell_a3705f63		Uncle Ku is well connected with people in high places, perhaps an officer informed him to undertake responsibility to dig air raid shelters.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1726
KU_farewell_0e8a720c		After all they might start bombing any day soon when they're mobilized.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1727
KU_farewell_dce7b468		The thought of war...	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1728
KU_farewell_1b06a381		It still haunts me.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1729
KU_farewell_36ed8b4d		Will people be able to keep their sanity after witnessing near death, bloodshed and regular bombing?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1730
KU_farewell_186e9373		In all honesty I have doubts on my capacity to handle the terrors of war.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1731
KU_farewell_49fc179a		I'm not some mythological hero who can fight till their last breath.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1732
KU_farewell_50197ca6		I just didn't want to be involved in this.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1733
KU_farewell_83c33747		Is that why I want to run away?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1734
KU_farewell_30cb46e9		If Uncle Ku and Professor Po realized this then this support for escaping further south makes sense.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1735
KU_farewell_face8a8a		Beijing may be the resident of my ancestors but I have to face reality.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1736
KU_farewell_704e33dd	Gu	Fang?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1737
KU_farewell_0d844738		I sat up not expecting him to enter the house so silently.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1738
KU_farewell_f7ba3e8a	Gu	Ever since this whole conflict broken out I have noticed you are much more...stressed	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1740
KU_farewell_78a7f7e7	Gu	Not just about the hawks.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1741
KU_farewell_31bfbf27	Gu	I know it was my fault for getting the professor drunk and I'm sorry for that.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1742
KU_farewell_30108bf4	Gu	I honestly intend to help you.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1743
KU_farewell_c8723620	fang	...	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1744
KU_farewell_3349cc30	Gu	What are you hung up about?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1746
KU_farewell_9a0646d4	Gu	The hawks?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1747
KU_farewell_01c9c71f	Gu	The communist accusations?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1748
KU_farewell_f163b9c0		Uncle Ku sat in silence for a few seconds before manifesting an idea.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1749
KU_farewell_0e1424cd	Gu	You're hung up on Li aren't you?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1750
KU_farewell_e91f0a04	fang	I'm not.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1751
KU_farewell_a1f996f1	fang	It does make me guilty.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1752
KU_farewell_59e45ba5	fang	But what can I do?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1753
KU_farewell_cdd5a3e4	fang	If he was in my place he wouldn't be doing anything for me either.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1754
KU_farewell_e4f9fbf7	Gu	I'm not here to pinpoint whose fault it is that Li is in prison.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1755
KU_farewell_20815229	fang	I know.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1756
KU_farewell_339ba8da	Gu	Did you even visit him?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1757
KU_farewell_c879a0a6	fang	I don't want to raise suspicions that I really am in kahoots with treasonous activity.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1758
KU_farewell_33a2fbc7	Gu	He was your friend.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1759
KU_farewell_1c1ee013	Gu	Could you do that to a friend?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1760
KU_farewell_63fa7855	fang	Would I want to put my life in danger further?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1761
KU_farewell_aea2cfa6	Gu	And let him suffer?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1762
KU_farewell_39b1c82b	Gu	You're going to make him grow to hate you.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1763
KU_farewell_7d03bfb7	fang	My hands are tied.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1764
KU_farewell_42a3af5f	fang	What can I do?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1765
KU_farewell_ba98c4be	Gu	The professor has already left.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1766
KU_farewell_5c2f54a7	Gu	He said the questions he asked what enough to write a statement on you that could get you out.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1767
KU_farewell_d94fde48	Gu	I guess you're out of the trouble now aren't you.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1768
KU_farewell_d05451a2	Gu	Maybe do something similar for your friend.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1769
KU_farewell_57170b35	Gu	Don't throw your friend into a hole.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1770
KU_farewell_ee4a4e2c	fang	I won't stab him in the back like that.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1775
KU_farewell_9ca1f4c5	fang	I'll try and help him out when I have time.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1776
KU_farewell_4c44a4f3		Uncle Ku gave a pleasant smile upon hearing this.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1777
KU_farewell_30329041		By the way...	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1778
KU_farewell_d621279e	fang	I do realize the situation we are all in.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1782
KU_farewell_2f9afe3f	fang	I'm afraid my hands are tied.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1783
KU_farewell_89c26adb	fang	We have to try and move out of this place.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1784
KU_farewell_cf4096ed	fang	We have to walk south away from this barrage.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1785
KU_farewell_af65f135	fang	Today I talked with Guo Heng on this.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1787
KU_farewell_7a6b665c	fang	A bunch of people are planning on walking down south.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1788
KU_farewell_73d1186f	fang	I've been thinking about it.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1790
KU_farewell_b924fb52	fang	We should walk south far away from the conflict.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	1791
